"Observation station","Year","Month","Day","Time [Local time]","Precipitation amount [mm]","Snow depth [cm]","Average temperature [°C]","Minimum temperature [°C]"
"Vantaa Helsinki-Vantaa airport","2010","10","27","03:00","1.4","-1","1.4","-2"
"Vantaa Helsinki-Vantaa airport","2010","10","28","03:00","1.6","-1","6.6","2.6"
"Vantaa Helsinki-Vantaa airport","2010","10","29","03:00","0.4","-1","6.4","3.7"
"Vantaa Helsinki-Vantaa airport","2010","10","30","03:00","0.3","-1","7.4","1.7"
"Vantaa Helsinki-Vantaa airport","2010","10","31","03:00","0","-1","7.3","7"
"Vantaa Helsinki-Vantaa airport","2010","11","1","02:00","-1","-1","7.8","6.8"
"Vantaa Helsinki-Vantaa airport","2010","11","2","02:00","6.8","-1","4.8","2.6"
"Vantaa Helsinki-Vantaa airport","2010","11","3","02:00","7.6","-1","7.5","5.4"
"Vantaa Helsinki-Vantaa airport","2010","11","4","02:00","0","-1","6.6","6.1"
"Vantaa Helsinki-Vantaa airport","2010","11","5","02:00","0.8","-1","4.1","2.3"
"Vantaa Helsinki-Vantaa airport","2010","11","6","02:00","0.3","-1","1.8","-0.9"
"Vantaa Helsinki-Vantaa airport","2010","11","7","02:00","0.4","-1","0.4","-1.9"
"Vantaa Helsinki-Vantaa airport","2010","11","8","02:00","-1","0","-1.8","-4.2"
"Vantaa Helsinki-Vantaa airport","2010","11","9","02:00","13.9","0","-0.8","-4.2"
"Vantaa Helsinki-Vantaa airport","2010","11","10","02:00","-1","1","3.8","-0.1"
"Vantaa Helsinki-Vantaa airport","2010","11","11","02:00","1.3","0","2.7","1.2"
"Vantaa Helsinki-Vantaa airport","2010","11","12","02:00","7.1","-1","3","0.9"
"Vantaa Helsinki-Vantaa airport","2010","11","13","02:00","4.9","-1","4.4","3.1"
"Vantaa Helsinki-Vantaa airport","2010","11","14","02:00","1.1","-1","3.4","1.9"
"Vantaa Helsinki-Vantaa airport","2010","11","15","02:00","5.3","-1","5.2","1.8"
"Vantaa Helsinki-Vantaa airport","2010","11","16","02:00","0.2","-1","1.8","0"
"Vantaa Helsinki-Vantaa airport","2010","11","17","02:00","2.5","-1","-1.8","-2.3"
"Vantaa Helsinki-Vantaa airport","2010","11","18","02:00","5.5","6","-0.7","-2"
"Vantaa Helsinki-Vantaa airport","2010","11","19","02:00","0.1","13","-3.6","-4.9"
"Vantaa Helsinki-Vantaa airport","2010","11","20","02:00","0.6","12","-2.4","-4.9"
"Vantaa Helsinki-Vantaa airport","2010","11","21","02:00","0","12","-2.8","-4.2"
"Vantaa Helsinki-Vantaa airport","2010","11","22","02:00","0","11","-6.9","-9.6"
"Vantaa Helsinki-Vantaa airport","2010","11","23","02:00","1.8","9","-4.6","-6"
"Vantaa Helsinki-Vantaa airport","2010","11","24","02:00","2.5","15","-4.2","-5"
"Vantaa Helsinki-Vantaa airport","2010","11","25","02:00","-1","22","-8.7","-10.6"
"Vantaa Helsinki-Vantaa airport","2010","11","26","02:00","0","20","-13.1","-14.1"
"Vantaa Helsinki-Vantaa airport","2010","11","27","02:00","0.1","19","-11.5","-14"
"Vantaa Helsinki-Vantaa airport","2010","11","28","02:00","0","18","-14.7","-17.4"
"Vantaa Helsinki-Vantaa airport","2010","11","29","02:00","-1","18","-15.5","-18.6"
"Vantaa Helsinki-Vantaa airport","2010","11","30","02:00","0","18","-14.6","-17.9"
"Vantaa Helsinki-Vantaa airport","2010","12","1","02:00","0.3","18","-8.7","-13.3"
"Vantaa Helsinki-Vantaa airport","2010","12","2","02:00","0.4","18","-3.5","-6"
"Vantaa Helsinki-Vantaa airport","2010","12","3","02:00","1.2","20","-6.9","-8.9"
"Vantaa Helsinki-Vantaa airport","2010","12","4","02:00","0.8","25","-6.9","-8"
"Vantaa Helsinki-Vantaa airport","2010","12","5","02:00","6.5","26","-4.9","-14.6"
"Vantaa Helsinki-Vantaa airport","2010","12","6","02:00","5.8","41","-4.1","-5.2"
"Vantaa Helsinki-Vantaa airport","2010","12","7","02:00","2.7","43","-4.3","-8"
"Vantaa Helsinki-Vantaa airport","2010","12","8","02:00","0","45","-5.7","-10.9"
"Vantaa Helsinki-Vantaa airport","2010","12","9","02:00","2.7","44","-4.5","-6"
"Vantaa Helsinki-Vantaa airport","2010","12","10","02:00","0","30","-7.9","-9.6"
"Vantaa Helsinki-Vantaa airport","2010","12","11","02:00","5.6","28","-9.3","-12.6"
"Vantaa Helsinki-Vantaa airport","2010","12","12","02:00","0","36","-12.2","-14.9"
"Vantaa Helsinki-Vantaa airport","2010","12","13","02:00","0","34","-11.2","-13.1"
"Vantaa Helsinki-Vantaa airport","2010","12","14","02:00","-1","34","-9.1","-12.3"
"Vantaa Helsinki-Vantaa airport","2010","12","15","02:00","0.1","34","-11.9","-17.1"
"Vantaa Helsinki-Vantaa airport","2010","12","16","02:00","1.6","30","-5.7","-19.6"
"Vantaa Helsinki-Vantaa airport","2010","12","17","02:00","0.2","31","-5.2","-7.8"
"Vantaa Helsinki-Vantaa airport","2010","12","18","02:00","0.7","30","-11.9","-13.5"
"Vantaa Helsinki-Vantaa airport","2010","12","19","02:00","2.2","41","-10.9","-12.8"
"Vantaa Helsinki-Vantaa airport","2010","12","20","02:00","0.4","46","-9.1","-11.6"
"Vantaa Helsinki-Vantaa airport","2010","12","21","02:00","1.6","46","-8.8","-11"
"Vantaa Helsinki-Vantaa airport","2010","12","22","02:00","0.1","42","-10","-14.2"
"Vantaa Helsinki-Vantaa airport","2010","12","23","02:00","0","40","-21.3","-23.2"
"Vantaa Helsinki-Vantaa airport","2010","12","24","02:00","0","40","-19.1","-24.4"
"Vantaa Helsinki-Vantaa airport","2010","12","25","02:00","3.8","40","-11.5","-16.1"
"Vantaa Helsinki-Vantaa airport","2010","12","26","02:00","1.8","46","-7","-9.7"
"Vantaa Helsinki-Vantaa airport","2010","12","27","02:00","0.1","47","-8.3","-8.9"
"Vantaa Helsinki-Vantaa airport","2010","12","28","02:00","0.2","46","-10.6","-11.3"
"Vantaa Helsinki-Vantaa airport","2010","12","29","02:00","0.1","45","-9.7","-11.1"
"Vantaa Helsinki-Vantaa airport","2010","12","30","02:00","4.7","45","-8.7","-10.5"
"Vantaa Helsinki-Vantaa airport","2010","12","31","02:00","0.8","52","-7.3","-10.4"
"Vantaa Helsinki-Vantaa airport","2011","1","1","02:00","1.2","52","-5.4","-8.8"
"Vantaa Helsinki-Vantaa airport","2011","1","2","02:00","0.2","49","-10.9","-12.4"
"Vantaa Helsinki-Vantaa airport","2011","1","3","02:00","0.4","47","-12.7","-16.2"
"Vantaa Helsinki-Vantaa airport","2011","1","4","02:00","0.7","47","-13.7","-19.9"
"Vantaa Helsinki-Vantaa airport","2011","1","5","02:00","0.2","47","-10.1","-12.9"
"Vantaa Helsinki-Vantaa airport","2011","1","6","02:00","2.6","46","-6.1","-12.9"
"Vantaa Helsinki-Vantaa airport","2011","1","7","02:00","2.9","51","-3.9","-6.1"
"Vantaa Helsinki-Vantaa airport","2011","1","8","02:00","4.3","53","-2.9","-7.5"
"Vantaa Helsinki-Vantaa airport","2011","1","9","02:00","7.7","55","0.5","-1.9"
"Vantaa Helsinki-Vantaa airport","2011","1","10","02:00","0.1","47","0.9","0.1"
"Vantaa Helsinki-Vantaa airport","2011","1","11","02:00","0","45","0.6","-0.1"
"Vantaa Helsinki-Vantaa airport","2011","1","12","02:00","4.1","43","-2.2","-3"
"Vantaa Helsinki-Vantaa airport","2011","1","13","02:00","0.6","48","-3.6","-4.6"
"Vantaa Helsinki-Vantaa airport","2011","1","14","02:00","0.1","49","-5.7","-7.1"
"Vantaa Helsinki-Vantaa airport","2011","1","15","02:00","0","48","-14.6","-17.5"
"Vantaa Helsinki-Vantaa airport","2011","1","16","02:00","4.4","48","-12.2","-22.6"
"Vantaa Helsinki-Vantaa airport","2011","1","17","02:00","1.2","54","-0.4","-7.3"
"Vantaa Helsinki-Vantaa airport","2011","1","18","02:00","2.4","50","0.6","-0.3"
"Vantaa Helsinki-Vantaa airport","2011","1","19","02:00","4.3","52","-0.2","-0.5"
"Vantaa Helsinki-Vantaa airport","2011","1","20","02:00","1.8","57","-3.3","-5.6"
"Vantaa Helsinki-Vantaa airport","2011","1","21","02:00","1.2","58","-6.8","-9.4"
"Vantaa Helsinki-Vantaa airport","2011","1","22","02:00","2.4","58","-5.2","-6"
"Vantaa Helsinki-Vantaa airport","2011","1","23","02:00","0.3","59","-7","-9.6"
"Vantaa Helsinki-Vantaa airport","2011","1","24","02:00","1.5","58","-3.3","-7.2"
"Vantaa Helsinki-Vantaa airport","2011","1","25","02:00","4.2","60","-3.2","-7.4"
"Vantaa Helsinki-Vantaa airport","2011","1","26","02:00","0","62","-13.2","-15"
"Vantaa Helsinki-Vantaa airport","2011","1","27","02:00","-1","62","-11.9","-20.9"
"Vantaa Helsinki-Vantaa airport","2011","1","28","02:00","-1","59","-2.3","-7.6"
"Vantaa Helsinki-Vantaa airport","2011","1","29","02:00","0.5","59","-1.6","-4.7"
"Vantaa Helsinki-Vantaa airport","2011","1","30","02:00","0","60","-3.4","-7.4"
"Vantaa Helsinki-Vantaa airport","2011","1","31","02:00","0","60","-3.7","-11.7"
"Vantaa Helsinki-Vantaa airport","2011","2","1","02:00","0.9","59","-2","-7"
"Vantaa Helsinki-Vantaa airport","2011","2","2","02:00","0.6","58","0.7","-0.1"
"Vantaa Helsinki-Vantaa airport","2011","2","3","02:00","3.2","57","-0.6","-5"
"Vantaa Helsinki-Vantaa airport","2011","2","4","02:00","3.1","56","0.4","-1"
"Vantaa Helsinki-Vantaa airport","2011","2","5","02:00","0.4","60","-0.6","-1.1"
"Vantaa Helsinki-Vantaa airport","2011","2","6","02:00","0","60","-3.5","-5.8"
"Vantaa Helsinki-Vantaa airport","2011","2","7","02:00","3.8","59","-5.1","-11"
"Vantaa Helsinki-Vantaa airport","2011","2","8","02:00","7.6","68","-0.7","-1.3"
"Vantaa Helsinki-Vantaa airport","2011","2","9","02:00","0.5","75","-7.1","-10.4"
"Vantaa Helsinki-Vantaa airport","2011","2","10","02:00","0.1","75","-12.1","-16.7"
"Vantaa Helsinki-Vantaa airport","2011","2","11","02:00","1","74","-11.7","-14.5"
"Vantaa Helsinki-Vantaa airport","2011","2","12","02:00","0","76","-12.5","-16.1"
"Vantaa Helsinki-Vantaa airport","2011","2","13","02:00","-1","75","-18.5","-20.3"
"Vantaa Helsinki-Vantaa airport","2011","2","14","02:00","0.1","74","-19.6","-22.4"
"Vantaa Helsinki-Vantaa airport","2011","2","15","02:00","0.1","74","-19.7","-25.5"
"Vantaa Helsinki-Vantaa airport","2011","2","16","02:00","0.1","74","-18.6","-24.6"
"Vantaa Helsinki-Vantaa airport","2011","2","17","02:00","0","74","-19.6","-22.1"
"Vantaa Helsinki-Vantaa airport","2011","2","18","02:00","0","74","-21.6","-27.9"
"Vantaa Helsinki-Vantaa airport","2011","2","19","02:00","-1","74","-19.5","-24.1"
"Vantaa Helsinki-Vantaa airport","2011","2","20","02:00","0.1","74","-20.5","-28.8"
"Vantaa Helsinki-Vantaa airport","2011","2","21","02:00","0","74","-18.4","-24.7"
"Vantaa Helsinki-Vantaa airport","2011","2","22","02:00","0.1","74","-15.4","-19.9"
"Vantaa Helsinki-Vantaa airport","2011","2","23","02:00","0.1","74","-18.1","-21.8"
"Vantaa Helsinki-Vantaa airport","2011","2","24","02:00","0.1","74","-18.8","-23.7"
"Vantaa Helsinki-Vantaa airport","2011","2","25","02:00","0.1","74","-13.9","-23.4"
"Vantaa Helsinki-Vantaa airport","2011","2","26","02:00","-1","74","-5.4","-8.3"
"Vantaa Helsinki-Vantaa airport","2011","2","27","02:00","-1","74","-4.9","-6.4"
"Vantaa Helsinki-Vantaa airport","2011","2","28","02:00","0","72","-8.9","-12.4"
"Vantaa Helsinki-Vantaa airport","2011","3","1","02:00","0.1","72","-5.7","-13.9"
"Vantaa Helsinki-Vantaa airport","2011","3","2","02:00","0","72","-2.2","-5.1"
"Vantaa Helsinki-Vantaa airport","2011","3","3","02:00","0","72","-0.7","-4.5"
"Vantaa Helsinki-Vantaa airport","2011","3","4","02:00","0.2","69","-0.4","-4.3"
"Vantaa Helsinki-Vantaa airport","2011","3","5","02:00","0.1","67","-0.2","-1.2"
"Vantaa Helsinki-Vantaa airport","2011","3","6","02:00","-1","67","-2.7","-4.4"
"Vantaa Helsinki-Vantaa airport","2011","3","7","02:00","-1","67","-5.3","-13.4"
"Vantaa Helsinki-Vantaa airport","2011","3","8","02:00","0","67","-1.4","-5.2"
"Vantaa Helsinki-Vantaa airport","2011","3","9","02:00","0","67","-0.3","-2.7"
"Vantaa Helsinki-Vantaa airport","2011","3","10","02:00","3.5","67","0.8","0.4"
"Vantaa Helsinki-Vantaa airport","2011","3","11","02:00","3.3","69","-0.2","-1.4"
"Vantaa Helsinki-Vantaa airport","2011","3","12","02:00","0.1","68","-0.9","-5.4"
"Vantaa Helsinki-Vantaa airport","2011","3","13","02:00","0.3","68","-0.7","-4.7"
"Vantaa Helsinki-Vantaa airport","2011","3","14","02:00","0.1","68","0.7","-1.3"
"Vantaa Helsinki-Vantaa airport","2011","3","15","02:00","-1","66","-3.5","-6.4"
"Vantaa Helsinki-Vantaa airport","2011","3","16","02:00","-1","65","-4.1","-10.7"
"Vantaa Helsinki-Vantaa airport","2011","3","17","02:00","-1","65","-3.9","-10.5"
"Vantaa Helsinki-Vantaa airport","2011","3","18","02:00","-1","65","-0.8","-3.7"
"Vantaa Helsinki-Vantaa airport","2011","3","19","02:00","3.6","65","-2.2","-3.5"
"Vantaa Helsinki-Vantaa airport","2011","3","20","02:00","0","71","-2.1","-5.4"
"Vantaa Helsinki-Vantaa airport","2011","3","21","02:00","0.2","67","-1.4","-6.1"
"Vantaa Helsinki-Vantaa airport","2011","3","22","02:00","0","67","3.1","0.5"
"Vantaa Helsinki-Vantaa airport","2011","3","23","02:00","0.1","63","1.9","0.5"
"Vantaa Helsinki-Vantaa airport","2011","3","24","02:00","0.5","63","-1.3","-2.7"
"Vantaa Helsinki-Vantaa airport","2011","3","25","02:00","0.1","62","-5.6","-8.4"
"Vantaa Helsinki-Vantaa airport","2011","3","26","02:00","0","62","-5.8","-12"
"Vantaa Helsinki-Vantaa airport","2011","3","27","02:00","1.2","61","-2.4","-8.8"
"Vantaa Helsinki-Vantaa airport","2011","3","28","03:00","0","65","-1.3","-2.3"
"Vantaa Helsinki-Vantaa airport","2011","3","29","03:00","2.2","67","-2.5","-9.2"
"Vantaa Helsinki-Vantaa airport","2011","3","30","03:00","-1","65","-1.7","-3.8"
"Vantaa Helsinki-Vantaa airport","2011","3","31","03:00","-1","64","-3.7","-12.3"
"Vantaa Helsinki-Vantaa airport","2011","4","1","03:00","0.2","63","-1.9","-6.9"
"Vantaa Helsinki-Vantaa airport","2011","4","2","03:00","0.2","63","1.4","-0.2"
"Vantaa Helsinki-Vantaa airport","2011","4","3","03:00","3.6","58","2.5","0.9"
"Vantaa Helsinki-Vantaa airport","2011","4","4","03:00","2.7","50","3.3","2.1"
"Vantaa Helsinki-Vantaa airport","2011","4","5","03:00","1.5","45","2.7","0.1"
"Vantaa Helsinki-Vantaa airport","2011","4","6","03:00","0.8","39","2.4","1.4"
"Vantaa Helsinki-Vantaa airport","2011","4","7","03:00","10.9","37","1.5","0.7"
"Vantaa Helsinki-Vantaa airport","2011","4","8","03:00","-1","34","2.1","0.4"
"Vantaa Helsinki-Vantaa airport","2011","4","9","03:00","-1","31","4","1.1"
"Vantaa Helsinki-Vantaa airport","2011","4","10","03:00","-1","21","4.9","1.9"
"Vantaa Helsinki-Vantaa airport","2011","4","11","03:00","0","18","3","0.1"
"Vantaa Helsinki-Vantaa airport","2011","4","12","03:00","-1","14","4.3","-0.4"
"Vantaa Helsinki-Vantaa airport","2011","4","13","03:00","-1","12","3.7","0.2"
"Vantaa Helsinki-Vantaa airport","2011","4","14","03:00","-1","9","3.6","-1.9"
"Vantaa Helsinki-Vantaa airport","2011","4","15","03:00","-1","4","5.7","-1.9"
"Vantaa Helsinki-Vantaa airport","2011","4","16","03:00","0","-1","7.1","1.8"
"Vantaa Helsinki-Vantaa airport","2011","4","17","03:00","-1","-1","9.1","1.7"
"Vantaa Helsinki-Vantaa airport","2011","4","18","03:00","-1","-1","8.7","6.8"
"Vantaa Helsinki-Vantaa airport","2011","4","19","03:00","-1","-1","5.5","0.9"
"Vantaa Helsinki-Vantaa airport","2011","4","20","03:00","0.1","-1","4.2","-1.7"
"Vantaa Helsinki-Vantaa airport","2011","4","21","03:00","0","-1","8","0.9"
"Vantaa Helsinki-Vantaa airport","2011","4","22","03:00","1.7","-1","7.9","2.9"
"Vantaa Helsinki-Vantaa airport","2011","4","23","03:00","-1","-1","10.2","1.2"
"Vantaa Helsinki-Vantaa airport","2011","4","24","03:00","-1","-1","11.7","2.8"
"Vantaa Helsinki-Vantaa airport","2011","4","25","03:00","-1","-1","13.7","6"
"Vantaa Helsinki-Vantaa airport","2011","4","26","03:00","-1","-1","13.1","5.5"
"Vantaa Helsinki-Vantaa airport","2011","4","27","03:00","-1","-1","12.4","8.4"
"Vantaa Helsinki-Vantaa airport","2011","4","28","03:00","-1","-1","9.5","4"
"Vantaa Helsinki-Vantaa airport","2011","4","29","03:00","-1","-1","8.8","1.4"
"Vantaa Helsinki-Vantaa airport","2011","4","30","03:00","1.6","-1","8.1","4.9"
"Vantaa Helsinki-Vantaa airport","2011","5","1","03:00","0.2","-1","4.2","0.2"
"Vantaa Helsinki-Vantaa airport","2011","5","2","03:00","-1","-1","3.8","0.4"
"Vantaa Helsinki-Vantaa airport","2011","5","3","03:00","-1","-1","3.9","1.3"
"Vantaa Helsinki-Vantaa airport","2011","5","4","03:00","-1","-1","4.8","-0.6"
"Vantaa Helsinki-Vantaa airport","2011","5","5","03:00","-1","-1","8.1","4.9"
"Vantaa Helsinki-Vantaa airport","2011","5","6","03:00","-1","-1","9.2","2"
"Vantaa Helsinki-Vantaa airport","2011","5","7","03:00","-1","-1","11","1.4"
"Vantaa Helsinki-Vantaa airport","2011","5","8","03:00","-1","-1","13.2","5.1"
"Vantaa Helsinki-Vantaa airport","2011","5","9","03:00","-1","-1","13.4","4.7"
"Vantaa Helsinki-Vantaa airport","2011","5","10","03:00","-1","-1","17.3","7.3"
"Vantaa Helsinki-Vantaa airport","2011","5","11","03:00","-1","-1","16.2","10.3"
"Vantaa Helsinki-Vantaa airport","2011","5","12","03:00","-1","-1","14.9","7.5"
"Vantaa Helsinki-Vantaa airport","2011","5","13","03:00","-1","-1","11.8","8.9"
"Vantaa Helsinki-Vantaa airport","2011","5","14","03:00","0.1","-1","10.4","6.6"
"Vantaa Helsinki-Vantaa airport","2011","5","15","03:00","2.9","-1","10.4","7.8"
"Vantaa Helsinki-Vantaa airport","2011","5","16","03:00","2.3","-1","8.8","7.9"
"Vantaa Helsinki-Vantaa airport","2011","5","17","03:00","1.9","-1","9.5","6.9"
"Vantaa Helsinki-Vantaa airport","2011","5","18","03:00","-1","-1","11.4","7.2"
"Vantaa Helsinki-Vantaa airport","2011","5","19","03:00","1.5","-1","10","6.5"
"Vantaa Helsinki-Vantaa airport","2011","5","20","03:00","-1","-1","12.9","5"
"Vantaa Helsinki-Vantaa airport","2011","5","21","03:00","-1","-1","12.4","4.6"
"Vantaa Helsinki-Vantaa airport","2011","5","22","03:00","-1","-1","14","6.4"
"Vantaa Helsinki-Vantaa airport","2011","5","23","03:00","10.5","-1","11.5","7.6"
"Vantaa Helsinki-Vantaa airport","2011","5","24","03:00","0.3","-1","12.8","6.3"
"Vantaa Helsinki-Vantaa airport","2011","5","25","03:00","0","-1","10.5","7.5"
"Vantaa Helsinki-Vantaa airport","2011","5","26","03:00","-1","-1","10.9","5"
"Vantaa Helsinki-Vantaa airport","2011","5","27","03:00","1.9","-1","9.8","3.6"
"Vantaa Helsinki-Vantaa airport","2011","5","28","03:00","0.1","-1","11.3","9"
"Vantaa Helsinki-Vantaa airport","2011","5","29","03:00","2.1","-1","10","8.2"
"Vantaa Helsinki-Vantaa airport","2011","5","30","03:00","2.5","-1","11.7","7.5"
"Vantaa Helsinki-Vantaa airport","2011","5","31","03:00","-1","-1","15.9","6.5"
"Vantaa Helsinki-Vantaa airport","2011","6","1","03:00","-1","-1","21.8","15.1"
"Vantaa Helsinki-Vantaa airport","2011","6","2","03:00","-1","-1","16","13.1"
"Vantaa Helsinki-Vantaa airport","2011","6","3","03:00","-1","-1","16.7","11.1"
"Vantaa Helsinki-Vantaa airport","2011","6","4","03:00","0.2","-1","18.6","10.5"
"Vantaa Helsinki-Vantaa airport","2011","6","5","03:00","-1","-1","15.4","11.1"
"Vantaa Helsinki-Vantaa airport","2011","6","6","03:00","-1","-1","16.9","9.6"
"Vantaa Helsinki-Vantaa airport","2011","6","7","03:00","-1","-1","21.3","13.8"
"Vantaa Helsinki-Vantaa airport","2011","6","8","03:00","-1","-1","21.6","16.3"
"Vantaa Helsinki-Vantaa airport","2011","6","9","03:00","-1","-1","20.8","12.1"
"Vantaa Helsinki-Vantaa airport","2011","6","10","03:00","-1","-1","24.5","16.9"
"Vantaa Helsinki-Vantaa airport","2011","6","11","03:00","-1","-1","22.9","16.5"
"Vantaa Helsinki-Vantaa airport","2011","6","12","03:00","-1","-1","21.7","14"
"Vantaa Helsinki-Vantaa airport","2011","6","13","03:00","5.9","-1","12.7","10.8"
"Vantaa Helsinki-Vantaa airport","2011","6","14","03:00","0","-1","12.2","9.2"
"Vantaa Helsinki-Vantaa airport","2011","6","15","03:00","1","-1","12.4","10.8"
"Vantaa Helsinki-Vantaa airport","2011","6","16","03:00","0","-1","15.5","9.5"
"Vantaa Helsinki-Vantaa airport","2011","6","17","03:00","8.5","-1","16.4","9.8"
"Vantaa Helsinki-Vantaa airport","2011","6","18","03:00","5","-1","14.2","12.5"
"Vantaa Helsinki-Vantaa airport","2011","6","19","03:00","2.8","-1","13.2","7.2"
"Vantaa Helsinki-Vantaa airport","2011","6","20","03:00","0.4","-1","15","11.9"
"Vantaa Helsinki-Vantaa airport","2011","6","21","03:00","0","-1","14.9","11.6"
"Vantaa Helsinki-Vantaa airport","2011","6","22","03:00","-1","-1","15.9","13"
"Vantaa Helsinki-Vantaa airport","2011","6","23","03:00","8.2","-1","14.5","13.1"
"Vantaa Helsinki-Vantaa airport","2011","6","24","03:00","6.6","-1","15.3","11.9"
"Vantaa Helsinki-Vantaa airport","2011","6","25","03:00","2.6","-1","14.6","12.3"
"Vantaa Helsinki-Vantaa airport","2011","6","26","03:00","-1","-1","16.4","9.4"
"Vantaa Helsinki-Vantaa airport","2011","6","27","03:00","-1","-1","18.3","12.7"
"Vantaa Helsinki-Vantaa airport","2011","6","28","03:00","-1","-1","21.6","14.7"
"Vantaa Helsinki-Vantaa airport","2011","6","29","03:00","-1","-1","20.1","14.5"
"Vantaa Helsinki-Vantaa airport","2011","6","30","03:00","-1","-1","21.3","13.9"
"Vantaa Helsinki-Vantaa airport","2011","7","1","03:00","-1","-1","24.8","19.4"
"Vantaa Helsinki-Vantaa airport","2011","7","2","03:00","-1","-1","25.8","19.8"
"Vantaa Helsinki-Vantaa airport","2011","7","3","03:00","0","-1","22.1","17.9"
"Vantaa Helsinki-Vantaa airport","2011","7","4","03:00","0","-1","17.5","16.7"
